##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998444.592792,10.781000,455,4,942,705,560,3,2,2,527,3,4,252,804,43,1020,142,266,8,9,6,698,557,311,306,23,0,185,26,6,3,11,708,10,3,2,76,14,536,22,786,1,887,669,787,107,1102,1106,5,564,292,6,2,798,368,5,6,949,1570,779,672,1013,591,266,465,738,814,541,9,242,1174,1338,1115,773,4,3,5,1041,220,4,4,2,0,3,7,6,3,5,1,10,3,4,6,132,3,10,4,3,4,5,4,4,4,2,3,3,2,3,3,4,5,4,3,2,3,3,2,3,5,3,5,4,10,3,6,4,2,3,4,9,6,4,4,4,8,2,2,3,4,0,4,4,7,8,4,3,43,4,2,3,3,24,2,0,424,200,3,8,3,6,2,2,9,219,2,2,3,5,34,6,1,3,6,2,2,20,3,4,5,3,3,5,4,14,8,1,165,292,3,2,237,3,4,5,4,3,3,4,4,2,2,1,2,1,4,4,3,2,2,2,4,35,2,4,3,173,3,2,4,4,2,52,3,3,0,3,4,3,4,2,4,3,3,3,2,3,11,4,2,2,4,4,4,3,4,4,3,2,2,3,3,1,4,2,4,5,3,3,3,3,4,3,2,3,3,3,4,3,3,4,2,4,3,4,4,9,4,4,4,3,3,3,3,3,7,8,4,3,3,4,3,2,6,4,2,2,3,3,3,5,4,4,2,4,4,3,2,3,4,3,3,5,3,3,3,3,1,3,3,2,0,1,1,1,4,4,3,4,2,4,2,2,0,6,2,266,8,394
1998444.623676,10.812000,456,3,3,2,2,2,0,2,2,2,2,5,5,3,4,1,2,2,3,2,4,1,3,5,7,1,4,3,3,3,3,3,2,4,2,5,3,56,5,4,0,1,2,144,171,2,2,5,32,3,2,39,12,21,3,213,481,9,2,226,4,5,11,149,237,3,2,4,5,326,0,161,19,2,17,59,2,2,103,541,4,101,236,1564,5,60,344,128,17,51,4,1357,1066,12,3,210,243,775,930,8,16,47,134,677,5,184,8,9,84,26,8,226,169,10,4,10,820,13,46,5,1428,28,403,1339,194,102,4,396,549,988,16,1069,1177,179,48,1254,904,766,3,304,562,520,1452,308,1195,3,1,59,2,3,4,2,8,2,2,3,4,3,4,6,1,2,4,9,5,6,7,4,6,2,6,2,6,2,2,2,2,8,5,5,4,3,4,4,3,3,174,7,4,14,2,4,4,1,2,1,3,2,3,3,3,3,6,2,4,2,2,4,2,15,3,4,2,2,3,2,3,27,99,2,20,39,19,1336,14,286,4,4,4,9,1,2,182,5,24,4,4,8,112,114,2,4,5,33,2,7,5,4,260,8,53,3,15,4,894,3,2,3,812,163,421,3,3,166,2,1,3,3,8,5,2,3,2,2,2,3,2,3,4,3,4,1,6,2,4,2,3,4,5,3,4,4,5,4,3,1,2,3,4,9,2,1,3,8,2,0,4,2,1,3,4,2,2,5,12,2,1,3,4,3,0,1,2,2,4,4,1,2,2,2,2,2,2,1,2,1,5
1998444.649803,10.838000,457,1,3,2,3,2,3,1,0,3,3,3,1,2,4,2,0,0,2,2,3,1,4,7,7,3,4,4,5,4,3,3,3,5,3,2,3,3,0,2,2,2,6,12,3,2,3,4,3,2,6,0,5,2,4,5,4,3,2,4,4,5,3,4,1,1,2,5,5,3,3,4,4,4,2,4,2,2,4,3,4,2,2,9,2,5,5,5,2,2,2,2,173,4,6,4,3,1,4,2,2,1,2,8,25,5,27,5,5,3,3,16,2,632,3,5,0,0,4,4,406,4,10,642,103,972,423,0,10,3,4,3,249,381,6,2,9,97,2,32,2,610,128,4,5,560,15,11,17,92,11,5,84,3,1204,1063,400,993,426,5,327,814,947,41,168,454,814,13,24,644,16,2,262,2,396,379,42,1579,692,7,13,879,4,3,421,841,311,9,9,834,1183,330,3,275,15,628,617,615,1309,1126,9,280,517,1136,3,1058,1178,49,1,546,509,404,22,705,356,772,16,4,4,567,2,2,2,2,3,4,4,5,4,4,4,3,2,3,3,4,4,1,4,4,3,6,2,2,9,0,4,3,2,2,4,6,5,4,4,2,1,2,2,1,3,4,1,7,3,4,4,5,3,2,2,3,3,2,19,4,6,4,4,9,0,2,3,5,3,3,25,2,4,717,906,3,8,1,404,2,296,2,800,4,3,765,0,3,692,6,4,29,1,2,74,3,4,3,5,2,2,6,7,4,3,12,2,203,42,5,1,2,4,4,6,10,3,2,0,0,3
1998444.680536,10.869000,458,4,4,337,4,42,3,38,8,161,1,3,444,4,3,3,3,17,5,5,4,3,2,2,20,3,1,16,44,181,2,3,2,4,4,4,4,3,5,6,103,2,2,6,3,4,4,1,4,3,4,5,5,3,3,1,2,2,6,4,2,1,4,4,4,2,2,3,2,3,4,4,2,5,2,4,2,3,4,2,2,1,3,2,2,3,3,0,4,4,4,4,4,4,2,3,4,3,1,2,1,1,4,3,5,2,3,4,4,4,6,1,6,1,3,3,3,0,2,4,1,4,4,3,5,2,7,4,3,4,6,4,3,2,4,3,4,1,1,6,1,2,3,2,3,4,3,2,2,3,3,3,3,2,2,3,3,4,3,3,4,3,2,4,5,7,3,4,5,4,5,3,5,2,4,5,3,5,1,12,4,444,4,36,1007,410,685,392,4,5,35,4,4,5,6,2,6,141,568,1,4,4,23,5,315,434,4,20,18,27,189,2,540,308,694,4,4,8,4,3,3,3,184,2,21,138,757,843,34,25,85,56,497,504,4,5,56,887,12,883,886,278,232,4,179,1265,4,21,731,1216,950,459,1263,2,2,598,1193,1,2,857,1939,6,393,863,2116,1192,1403,699,0,129,582,653,708,5,536,784,911,892,1154,885,410,142,278,855,800,435,20,827,37,4,3,3,5,2,3,3,3,1,4,6,3,6,3,2,2,2,0,0,2,4,5,4,5,3,4,2,3,3,3,1,3,6,1,6,5,4,2,1,3,3,3,2,3,3,2,5,4
1998444.682929,10.871000,459,4,4,2,2,2,4,2,3,3,4,1,3,4,3,3,3,1,1,1,2,11,4,8,8,3,6,5,7,4,5,0,3,4,10,8,2,3,3,3,4,3,2,33,7,3,3,3,6,3,9,3,5,3,4,2,4,9,3,4,3,10,4,2,4,2,389,51,9,3,576,6,198,642,93,2,4,1,0,268,724,2,78,3,10,4,2,16,64,340,16,2,650,1,391,4,22,6,429,166,7,2,144,1,13,1,2,9,4,243,4,3,2,3,2,2,3,2,3,3,4,4,2,3,2,0,14,3,2,2,1,2,3,6,16,1,3,2,2,2,1,2,4,2,3,3,3,2,2,3,5,0,2,4,3,3,3,4,2,3,5,5,3,1,3,2,2,2,4,4,8,2,3,3,2,1,2,10,3,10,4,3,3,2,2,3,171,5,4,3,3,4,3,3,4,3,2,0,3,2,5,3,2,5,2,3,4,2,0,2,0,1,3,2,4,3,4,4,7,4,2,2,1,1,0,2,2,7,5,4,3,2,1,4,2,3,4,8,309,4,4,4,11,3,0,2,18,4,638,1,3,13,56,82,78,414,58,2,5,444,574,3,1,3,300,4,189,2,2,2,2,10,415,2,626,6,3,42,373,0,1,2,686,633,529,4,35,16,12,5,1379,3,2,2,9,402,1216,9,2,1206,1081,5,231,72,8,198,455,1167,46,383,1439,32,175,827,50,27,32,24,299,672,231,9,6,870,258,1503,888,6,372,1420,1324,584,20,288,682,29,5
1998444.742893,10.931000,460,5,2,88,36,8,3,4,284,46,23,8,12,57,921,1047,4,8,36,147,196,239,487,840,8,1012,27,35,226,1337,1222,5,14,27,1031,5,4,344,128,4,247,1411,1203,953,234,5,546,670,512,6,4,18,2,2,2,3,1,3,2,3,4,2,4,3,3,3,2,3,3,3,6,3,3,4,2,8,2,4,3,3,3,1,0,5,4,5,7,2,2,2,4,2,151,9,11,4,4,4,3,3,4,3,4,4,4,4,3,2,4,2,5,6,11,2,3,9,2,2,4,3,5,8,4,19,5,4,2,3,38,3,16,8,22,6,4,8,3,8,8,24,8,16,4,4,21,3,1,4,4,8,91,4,8,32,2,372,1,3,4,0,2,2,5,2,4,3,1,4,3,7,11,3,2,4,2,2,2,4,2,3,4,3,5,3,3,3,29,6,3,3,4,4,3,3,3,9,0,3,2,2,2,2,1,4,4,3,3,2,2,2,2,1,2,12,2,4,4,1,4,3,3,2,3,4,3,2,3,4,9,5,4,3,1,2,3,2,0,4,3,2,3,4,3,2,4,2,3,7,3,3,4,4,4,3,3,4,2,3,2,3,4,3,5,4,2,4,4,4,2,3,3,2,2,4,14,4,8,3,3,2,2,3,2,3,4,4,2,4,4,3,3,3,2,4,4,2,0,8,4,4,5,4,4,8,2,4,6,4,3,636,154,3,20,12,2,1,2,3,5,2,110,6,419,2,559,3,84,2,534,2,3,5,15,791,3,6,4
1998444.742974,10.931000,461,8,3,2,1,3,3,2,4,4,2,2,10,4,11,2,4,2,3,2,3,580,128,12,82,4,8,2,4,3,1141,10,2,4,0,198,6,3,7,2,3,741,2,3,28,20,643,245,118,272,3,2,381,297,10,32,6,6,89,3,1421,458,387,5,4,14,434,2,7,16,16,542,41,11,10,5,3,4,395,2,1095,772,16,131,17,501,849,576,1238,838,3,3,572,854,1595,200,492,27,1126,1359,746,9,5,137,713,408,416,998,404,24,481,645,741,13,9,272,890,190,267,1134,1017,343,307,926,764,234,32,3,3,3,7,3,3,3,4,1,2,1,2,1,2,2,2,8,6,5,4,2,4,2,2,3,4,7,3,3,4,4,3,5,5,3,2,2,4,7,3,6,4,3,16,3,4,2,2,4,3,7,2,5,2,3,11,2,1,3,237,4,5,6,2,3,2,4,7,3,3,2,2,9,0,2,5,7,8,3,3,1,4,506,36,24,26,11,3,3,64,2,4,46,2,2,38,362,14,337,4,53,2,3,6,26,25,1,3,2,3,3,3,6,4,4,2,3,10,3,2,2,5,0,3,4,4,4,4,6,3,3,1,2,3,2,6,4,20,4,4,2,3,2,2,3,2,2,3,2,3,4,4,261,3,3,1,4,4,2,2,3,4,4,2,3,2,2,3,4,2,2,2,5,6,2,4,3,2,4,4,3,5,2,5,4,2,5,4,3,3,3,2,3,2,2,4,4,3,3,4,3,1,2,3,3,3,3,3,4,3
1998444.757190,10.948000,462,2,3,2,1,2,2,3,2,3,3,3,3,1,4,1,0,1,3,3,3,8,1,10,4,4,4,2,3,4,8,2,3,2,4,5,4,3,4,2,8,2,4,13,4,3,1,4,4,2,4,2,3,2,2,5,6,4,4,4,4,0,3,2,3,3,2,1,3,3,3,1,4,3,4,4,5,4,1,1,2,1,4,10,3,2,7,20,5,4,7,313,3,198,11,9,26,637,6,1548,2,4,21,330,3,38,1,288,4,90,12,4,2,2,4,2,0,2,4,2,129,9,8,337,4,2,14,382,17,4,6,6,4,852,9,453,106,1000,1063,427,14,1074,682,560,829,622,124,448,563,615,3,3,74,714,390,26,29,17,7,428,54,219,5,17,1079,459,1266,68,502,237,5,1095,895,59,2,3,180,1248,1166,212,627,114,1099,316,688,11,468,241,483,490,155,423,268,489,976,216,378,163,471,146,688,2,9,376,229,3,4,2,3,10,5,4,6,2,2,4,4,4,1,1,0,3,3,3,2,1,4,2,4,3,4,1,2,1,2,2,5,8,2,2,4,4,2,3,6,4,3,1,6,5,3,3,5,1,6,8,3,3,3,1,2,4,4,6,3,4,4,3,3,3,2,2,13,22,5,5,4,167,4,50,1,3,4,2,9,3,568,58,3,5,5,9,40,2,2,2,573,128,120,356,6,346,3,6,377,76,288,3,27,6,2,515,4,4,4,0,0,2,2,2,8,2,1,2,4,3,4,8,1,2,2,2,3,1,2,4,4
1998444.788663,10.977000,463,428,1139,21,77,6,12,20,18,3,4,562,4,3,754,654,1,2,4,4,2,4,2,0,269,8,4,4,2,4,1,2,7,2,2,9,5,4,4,4,9,2,4,2,3,3,2,4,4,3,4,5,2,2,2,0,3,2,2,3,4,65,4,2,3,2,0,2,1,1,2,2,5,3,3,2,2,3,301,2,3,2,3,2,3,3,4,2,4,4,3,2,4,6,3,1,4,4,4,2,1,4,2,2,0,1,2,2,3,4,4,6,3,2,3,1,2,4,3,1,3,5,5,0,2,2,5,9,0,3,6,4,3,3,3,2,3,3,4,2,1,3,2,5,4,1,4,2,1,3,2,4,2,3,2,3,4,2,4,3,4,5,3,2,3,2,5,3,5,64,5,1,4,4,1,3,4,8,822,396,10,70,835,3,145,3,965,1050,16,3,3,4,5,1,11,3,192,775,46,2,1,4,487,2,10,292,13,13,1,1175,28,22,6,753,146,6,108,733,48,2,2,2,400,1205,46,8,597,68,283,314,258,17,1,3,652,3,22,749,615,5,775,9,6,1789,297,84,3,4,1753,26,6,1385,1559,16,1189,1389,4,86,433,1205,1011,6,269,1538,401,406,664,1249,961,18,885,843,45,22,6,666,152,4,4,2,3,3,3,7,2,1,0,8,5,4,3,1,1,2,2,4,1,2,4,6,8,4,2,4,3,3,2,2,10,4,8,4,3,4,4,5,5,6,3,4,3,5,6,8,3,3,3,2,5,3,4,3,3,2,1,0,3
1998444.805342,10.997000,464,6,1,2,3,2,1,2,3,2,8,4,4,6,2,2,3,3,2,2,4,10,3,23,8,4,4,2,2,2,3,0,3,7,2,10,4,4,4,2,2,2,2,65,2,3,2,2,4,3,3,3,7,4,3,3,289,4,606,2,198,561,4,1,27,3,3,2,94,2,2,100,4,3,6,2,2,5,2,62,12,3,22,11,203,88,93,154,423,3,395,4,19,2,2,25,2,5,5,5,2,0,16,5,2,3,2,4,2,2,4,2,2,2,2,0,0,1,4,3,3,3,3,0,2,2,159,3,3,2,2,3,3,4,2,4,3,2,4,4,4,3,2,4,3,1,3,3,3,1,2,3,6,4,3,3,3,3,1,3,3,1,8,2,3,7,4,4,4,3,5,3,4,2,2,4,3,8,2,5,4,4,2,3,2,0,112,2,1,8,3,4,4,4,4,1,1,3,3,3,1,2,0,3,4,3,3,2,3,9,2,4,1,3,2,4,4,4,4,1,2,3,2,0,6,8,2,8,10,4,3,2,1,2,2,1,3,2,23,9,4,10,6,3,202,204,2,2,2,691,3,13,356,758,10,4,821,3,1,2,726,3,476,490,748,5,7,133,5,378,1,2,1,1737,4,948,585,930,3,4,0,4,2,9,4,347,87,4,7,454,414,11,111,449,602,29,8,3,336,843,83,273,8,34,14,435,22,297,338,1033,1131,6,719,1082,2,4,823,410,3,3,7,205,455,170,1874,691,6,10,912,856,4,6,86,982,1122,467,1113
1998444.836743,11.025000,465,530,12,5,256,6,5,526,336,534,588,730,1358,4,208,34,7,3,883,1319,4,186,245,1498,262,1378,844,28,14,383,1180,395,698,312,323,558,1556,673,1045,3,16,308,337,360,930,4,82,14,536,3,4,1,4,2,2,5,3,4,4,4,3,4,5,2,2,2,4,3,3,4,4,2,2,4,3,5,2,4,3,2,3,2,4,8,3,3,6,3,3,3,3,5,164,0,3,4,4,4,6,6,0,4,3,5,4,2,7,2,3,2,4,5,7,1,2,0,4,3,5,4,5,4,467,3,15,4,3,12,18,213,2,2,2,946,3,4,4,101,0,247,4,8,21,88,114,4,15,2,48,522,4,2,0,1,2,3,496,3,4,8,4,4,8,3,0,17,3,4,3,3,4,3,4,3,3,9,1,4,4,2,2,4,4,2,0,2,18,3,2,2,1,3,3,8,2,1,2,18,2,1,2,1,3,3,4,8,2,5,3,3,4,4,7,3,4,4,3,4,4,2,2,1,3,4,3,2,2,3,0,4,8,3,2,1,2,2,2,3,3,3,3,4,4,4,8,3,4,4,2,4,3,4,8,4,2,6,4,3,2,3,2,2,2,7,4,5,3,3,2,1,2,4,3,2,74,4,6,8,5,3,4,3,1,5,3,8,4,3,2,4,6,4,4,2,4,5,3,3,2,3,4,2,3,2,2,2,3,16,604,1,4,58,3,1492,1642,4,3,419,90,2,3,5,225,3,4,305,371,4,8,4,74,18,3,8,615,8,15
1998444.859744,11.048000,466,3,5,2,2,3,0,4,3,4,3,4,3,3,834,3,3,1270,309,414,4,3,3,40,4,716,4,2,12,131,23,1,73,545,118,4,8,3,4,1,52,774,3,504,267,361,3,38,310,531,23,79,1246,1279,18,8,5,4,341,5,12,149,21,0,396,334,0,6,338,972,380,907,1059,11,419,11,588,965,4,18,591,1324,1100,525,1093,12,420,14,9,4,4,7,1557,1236,20,524,1696,954,464,747,0,311,7,882,327,16,3,860,931,112,1145,1110,6,3,4,1261,1240,16,3,753,700,3,5,4,4,3,4,6,4,0,5,4,4,4,4,2,2,2,3,4,2,3,3,5,7,2,4,2,5,4,2,2,3,3,4,2,5,4,4,3,3,3,2,7,9,1,4,2,8,5,5,2,2,2,2,4,4,3,4,10,3,4,4,3,4,2,244,7,2,14,4,2,3,3,541,3,4,3,37,23,4,4,158,3,4,217,4,8,3,4,5,3,322,2,2,4,3,1,2,2,322,3,261,4,1,7,5,14,5,13,888,44,4,2,113,3,214,4,3,25,3,2,2,2,3,13,5,1,0,2,40,4,3,3,2,0,1,12,0,2,2,2,3,6,4,3,4,3,2,3,4,4,3,3,2,1,4,4,3,3,2,4,0,10,2,3,5,2,4,3,4,8,0,1,14,3,3,4,2,4,3,5,4,3,2,3,2,3,3,2,3,3,3,4,5,6,3,3,3,4,4,2,2,3,4,4,3,2,2,3,1,3,2,5,4,4,5
1998444.862323,11.053000,467,2,4,3,4,2,5,5,1,1,4,4,4,4,3,2,1,4,3,4,0,9,2,6,9,4,3,2,3,2,1,0,2,2,1,6,11,2,3,2,2,2,2,27,6,2,3,4,5,3,4,2,6,3,2,6,2,2,1,4,4,4,3,3,3,2,0,0,6,2,2,4,2,2,2,3,2,1,1,2,1,2,856,1,375,312,9,16,5,2,2,769,180,6,2,239,316,878,932,1168,800,4,10,767,3,2,2,784,4,3,595,256,13,2,1,0,357,3,2,6,8,5,4,873,515,0,8,4,133,5,18,530,299,33,239,557,1199,522,6,445,389,696,137,403,104,16,4,1,10,307,180,958,11,2,8,932,4,819,11,534,25,625,639,1094,909,120,377,822,534,1369,396,270,93,953,517,41,101,565,572,695,1288,2,3,20,2,2,278,2,2,6,3,5,4,4,5,5,6,4,2,2,3,7,3,9,2,4,4,4,2,6,2,3,3,3,2,4,5,2,2,2,2,2,2,3,2,0,6,4,4,4,3,1,1,3,2,0,3,0,1,3,1,4,5,2,6,2,4,2,3,1,5,5,4,3,2,11,0,0,15,11,0,3,4,4,159,4,4,2,5,2,7,10,6,133,549,29,7,2,37,35,1,65,32,2,3,1,2,43,3,4,2,4,3,2,2,4,12,0,2,4,5,4,1,3,2,3,3,14,3,1,3,2,3,4,15,2,2,2,2,5,2,3,7,3,3,4,3,3,3,2,2,6,4,8,4,4,4
1998444.917177,11.107000,468,20,4,2,2,4,1,3,3,2,2,2,2,4,2,3,2,1,1,2,1,5,4,6,3,3,3,6,3,3,3,2,3,3,4,3,4,4,3,235,2,2,2,25,4,3,3,9,2,3,4,2,1,3,1,6,1,2,6,4,4,3,4,3,4,14,269,2,4,2,4,4,3,4,5,4,3,3,2,4,10,2,3,8,4,4,2,4,4,2,2,2,296,4,4,4,3,3,4,3,2,3,2,4,3,3,8,2,3,4,4,5,3,3,1,2,2,2,8,4,4,6,4,1,3,1,7,3,8,3,4,4,4,698,24,3,3,12,685,504,680,2,2,5,703,4,4,1,6,368,2,304,4,934,2,4,3,13,3,764,176,19,11,4,462,6,9,753,612,297,564,6,16,11,41,767,4,1,181,40,6,166,314,4,25,16,6,5,5,8,384,820,8,1216,136,118,203,1393,534,15,361,95,1020,431,62,423,8,6,603,1186,25,8,1431,1009,643,119,1462,12,114,4,3,7,6,612,501,898,366,528,895,232,5,710,797,1088,181,474,565,1550,1353,680,185,344,71,1220,685,654,2,18,1168,3,6,10,357,4,9,4,4,2,2,1,4,3,4,3,4,6,4,3,3,2,4,4,1,4,20,6,4,8,4,2,2,3,3,4,2,4,4,2,3,4,2,5,2,3,3,3,1,3,4,4,5,5,4,4,2,4,3,2,4,3,3,3,4,4,5,8,1,2,3,3,4,2,320,3,7,12,4,5,4,3,1,4,12,2,43,4,5
1998444.945697,11.134000,469,4,5,2,2,4,2,3,6,2,3,3,4,8,3,2,3,4,2,6,9,13,3,14,14,31,204,2,62,3,6,20,7,4,3,2,213,6,4,261,3,32,544,11,1,5,4,2,5,565,3,0,2,4,18,18,8,3,2,4,6,291,2,4,4,190,2,3,3,4,4,3,2,2,41,64,2,2,3,4,2,3,2,4,4,3,4,3,2,2,1,4,2,24,3,4,3,4,3,4,6,5,2,2,7,8,1,4,4,4,3,12,9,3,1,1,1,3,2,4,17,4,3,2,2,4,2,3,3,8,3,4,4,2,4,2,4,2,2,1,3,2,2,4,3,4,2,3,4,4,2,1,1,4,3,4,4,3,3,5,3,4,3,4,3,3,5,4,4,5,11,3,3,3,2,5,3,12,4,4,8,3,2,3,2,2,198,5,3,11,4,6,4,3,4,4,4,8,2,8,5,4,3,3,5,461,3,2,2,7,3,45,21,2,408,4,220,4,9,6,2,2,42,227,1016,4,4,14,36,5,307,8,2,0,1,896,2,3,1158,3,422,26,707,3,2,4,3,5,4,3,8,100,10,681,890,14,8,4,3,37,59,7,58,1381,458,236,1179,544,17,0,941,4,542,847,1188,5,214,8,3,58,336,15,4,8,910,954,16,479,1426,390,821,910,1082,782,4,493,1125,931,770,1132,972,1015,429,528,640,1227,717,18,196,1042,610,404,433,4,2,254,347,3,1,3,3,3,5,4,5,3,2,2,3,3,2,3,0,2,2,4,3
1998444.956840,11.147000,470,620,378,222,384,32,705,875,1200,768,6,895,444,2,3,760,273,4,3,4,3,12,6,8,16,2,3,4,3,2,3,2,1,8,4,8,4,5,3,2,1,4,3,6,3,3,3,4,4,3,3,2,2,3,2,10,2,3,2,3,4,4,4,1,4,1,2,3,4,2,4,3,4,6,4,4,2,3,8,12,2,8,2,13,4,58,5,78,3,0,3,1,116,2,274,4,542,199,4,2,3,1,428,46,7,3,10,45,9,6,3,37,21,211,4,4,2,4,1,4,1,4,8,92,481,5,337,64,4,4,3,4,4,3,4,3,2,4,14,1,1,4,3,4,8,4,8,2,3,2,4,3,1,4,3,2,2,4,4,24,2,2,5,2,2,3,2,4,4,3,4,2,1,3,3,3,4,1,3,4,4,3,3,2,1,2,10,2,2,1,1,0,2,3,5,4,3,1,1,3,3,4,2,4,4,4,4,3,3,3,2,3,4,4,2,2,2,2,3,4,2,4,2,4,9,4,1,4,3,4,3,3,2,3,2,4,2,4,4,3,4,3,4,2,8,2,3,2,4,3,14,6,3,2,4,4,4,2,2,2,4,3,4,6,4,4,4,9,4,4,6,2,150,2,1508,7,315,17,2,3,144,32,3,4,5,5,3,6,37,2,4,9,112,132,8,5,153,8,1332,45,9,2,4,562,6,2,0,13,3,52,889,2,8,126,5,2,0,352,17,45,12,1443,469,57,36,32,5,0,2,667,8,40,18,398,50,2,651
1998444.980253,11.171000,471,531,322,356,29,18,3,32,11,2,2,3,5,333,927,58,16,96,2,769,396,45,9,949,241,304,1231,502,268,4,1,33,29,431,203,759,12,61,772,1085,15,3,44,1172,306,13,214,143,89,1260,8,846,8,546,4,32,875,996,1214,826,1482,420,7,591,1081,606,639,16,167,891,1325,507,745,573,13,4,2,522,4,5,9,5,4,133,11,6,7,3,3,2,2,7,176,3,4,4,3,4,9,5,3,3,5,6,2,4,4,2,3,4,3,6,5,5,3,5,3,3,2,3,9,6,11,5,4,6,8,5,4,6,0,5,1,5,3,4,3,3,2,1,4,4,4,4,4,4,20,2,2,2,1,12,1,46,597,9,4,2,6,18,557,36,2,441,5,33,0,5,8,2,128,488,7,229,2,0,6,1,2,8,141,8,318,55,1,1,130,19,4,2,3,224,510,3,3,6,4,1,4,5,5,4,15,4,4,3,4,3,5,2,2,4,4,3,3,4,0,3,4,5,4,2,4,4,8,3,1,4,3,3,4,5,3,3,5,5,4,3,2,3,4,4,3,10,3,6,3,2,2,2,3,2,3,3,99,2,4,3,3,17,3,0,4,4,4,4,4,2,2,2,1,2,7,3,5,3,9,4,2,2,2,4,4,2,2,2,2,5,4,4,4,1,3,2,0,2,5,2,5,4,5,6,5,3,2,2,1,2,2,4,6,3,4,3,2,3,2,3,2,4,2,2,4,4,4,3,3,2,2,2,3,3,4,3,699,3,4
