##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998438.538899,4.727000,201,1,3,3,4,3,3,1,4,3,2,8,2,4,4,0,0,3,3,0,3,10,2,4,2,4,4,2,2,1,9,0,3,4,2,9,6,3,6,5,7,2,2,215,3,32,2,4,247,4,4,454,6,3,0,0,2,24,0,68,3,5,0,12,1309,610,1,1,144,44,3,400,718,175,6,14,48,3,1,4,11,193,82,370,352,50,5,0,12,911,1,1,216,632,522,5,440,578,17,4,10,950,767,2,3,1,389,293,1110,356,563,5,56,1037,16,2,188,1303,33,542,1283,826,532,10,24,1417,21,1484,393,1179,297,2382,392,337,864,1242,411,1,246,724,548,119,108,1346,1278,414,9,1588,146,11,1,4,1015,80,3,831,875,3,5,9,7,3,4,3,4,9,5,4,6,4,8,3,3,5,6,4,4,7,6,6,4,4,4,2,2,3,140,5,2,5,1,4,3,4,6,2,4,3,4,3,4,2,2,5,10,4,2,3,3,3,2,3,0,1,5,5,4,4,4,2,1,2,3,3,8,2,1,3,3,16,422,2,3,360,251,4,24,2,4,17,4,1,9,3,0,0,659,3,2,200,2,21,4,1,4,8,4,2,2,17,3,16,6,4,297,3,2,2,2,5,3,1,2,9,3,3,4,2,3,3,4,3,3,3,2,3,5,4,2,4,5,4,3,3,2,6,2,2,2,1,4,3,4,2,3,3,2,1,2,3,3,4,4,2,4,3,0,2,2,5,5,2,3,4,4,3,3,4,10,2,4,2,3,22,2,6,1
1998438.593473,4.781000,202,4,4,0,0,3,2,2,2,3,0,2,4,3,1,3,5,5,1,2,2,2,3,3,3,4,4,2,3,4,1,9,2,3,12,3,1,5,2,4,2,2,3,53,4,5,2,3,4,2,4,2,3,4,3,5,3,3,1,1,4,1,4,1,2,2,3,3,2,2,2,4,3,3,4,14,4,2,5,5,2,4,1,9,4,3,4,10,8,2,4,2,186,3,5,4,4,3,6,4,2,6,7,4,1,3,4,3,2,234,56,3,34,16,20,2,342,69,16,6,2,11,4,4,834,3,555,2,233,14,0,22,16,12,43,829,2,3,2,56,249,169,3,1191,23,6,331,1002,16,8,6,972,1076,8,270,624,746,35,479,7,1477,507,868,118,1584,16,10,527,442,25,271,3,8,381,374,300,6,13,18,516,566,398,934,665,3,5,468,730,1251,705,288,393,985,5,1018,77,14,2,651,65,1,14,157,76,68,876,1194,142,5,136,570,945,330,1,92,458,786,1015,911,272,2,37,738,288,36,2,2,452,13,3,2,4,2,3,2,5,3,5,2,4,4,4,4,3,9,4,1,4,3,4,2,2,4,3,4,4,3,2,7,5,1,2,6,8,5,6,4,2,5,4,3,9,6,3,28,4,4,2,5,3,3,2,4,3,5,3,3,4,3,4,4,2,3,13,3,4,2,32,8,4,6,3,85,9,2,3,6,260,1,2,10,4,8,4,9,2,4,8,136,13,6,3,0,4,5,5,2,18,559,3,4,459,108,1,3,34,2
1998438.600952,4.789000,203,4,5,1,2,1,2,2,0,2,5,4,35,4,5,818,2,148,56,3,2,6,129,244,2,8,34,177,1,3,2,2,2,4,3,518,4,57,1,16,8,3,1,0,6,88,3,4,4,4,5,5,0,2,2,2,8,6,2,3,2,4,3,6,0,0,3,3,4,3,7,2,4,1,4,3,1,2,2,3,9,3,1,0,4,3,3,2,4,3,3,3,2,2,2,1,3,1,3,2,2,2,5,4,8,3,2,3,2,3,3,5,7,3,3,3,3,8,3,1,2,3,4,2,1,4,9,4,4,3,1,4,2,4,3,4,2,3,2,2,5,3,3,2,4,3,3,3,2,2,4,2,3,3,2,5,4,2,8,2,3,1,0,2,2,6,2,7,3,2,10,5,2,2,2,2,3,8,2,9,4,4,4,4,3,4,5,4,2,3,525,3,8,7,8,16,60,106,4,4,3,880,5,516,758,10,882,1,2,78,667,4,2,3,677,2,8,41,4,4,0,13,1,8,3,140,88,324,6,0,3,8,18,713,11,21,6,5,869,16,879,1024,752,3,468,676,244,9,17,458,407,21,441,6,487,4,3,1,5,7,4,950,915,51,498,220,8,534,761,7,8,79,361,659,530,1360,101,868,1365,235,104,4,767,1205,630,16,10,871,256,23,401,646,9,3,2,629,868,657,6,981,851,4,4,4,0,2,2,3,3,4,4,4,6,4,2,3,3,3,2,2,3,2,4,4,3,2,3,2,1,2,3,2,2,2,2,1,4
1998438.656999,4.845000,204,4,4,46,788,2,1,4,4,6,5,4,6,3,4,3,4,3,2,4,3,6,5,7,22,2,2,1,3,4,9,2,3,3,5,7,6,4,4,6,2,1,2,84,1,3,2,4,7,7,5,4,8,3,2,8,2,5,3,3,3,6,1,2,2,2,8,2,2,4,5,2,3,4,4,2,0,1,4,437,3,4,102,522,4,102,2,4,66,314,10,25,3,12,60,2,162,109,3,2,2,5,2,18,5,637,3,20,1,3,4,10,12,19,13,1,1,2,0,4,4,3,3,3,11,13,2,4,4,2,4,4,4,3,4,2,4,2,17,3,4,1,3,4,4,4,3,2,3,2,8,4,4,2,2,4,4,4,3,4,5,3,4,2,2,2,4,6,3,2,2,2,3,3,3,6,2,4,3,4,2,3,2,5,3,2,7,3,1,8,3,4,5,1,4,1,2,1,2,1,2,3,3,4,3,4,8,2,2,4,8,3,4,5,3,2,2,3,3,1,6,2,3,2,2,3,4,4,4,4,3,3,2,1,0,2,1,2,4,3,8,6,3,3,13,3,1,3,3,2,3,0,3,5,53,1,3,435,3,3,2,13,93,2,4,3,3,365,365,2,1,8,4,4,200,5,8,4,4,2,9,350,2,8,140,50,4,108,1,293,4,4,2,553,6,1,21,25,1043,6,4,481,220,4,1,355,724,49,0,62,1146,5,645,1282,12,4,12,24,4,4,8,2,361,3,5,307,5,23,273,20,13,0,4,10,1513,5,754
1998438.657012,4.845000,205,3,4,1169,29,2,3,24,203,5,4,5,10,4,605,2,1,3,8,228,1101,8,241,958,233,134,24,8,770,96,28,593,30,642,831,408,52,982,3,3,2,880,13,87,1090,836,817,253,1614,496,445,301,738,374,195,678,636,770,673,1153,1579,78,438,576,604,13,9,1018,986,16,3,1133,366,3,3,8,2,1,2,3,4,4,1,8,4,4,5,8,2,4,5,4,146,9,4,3,4,1,4,2,4,1,8,2,2,1,6,5,2,6,4,8,3,3,2,3,3,2,1,3,4,2,8,5,4,4,11,7,3,4,1,4,3,4,8,5,2,3,2,10,4,71,4,3,22,3,3,25,0,1,796,3,4,672,2,17,2,8,2,16,0,3,5,96,5,6,47,3,28,2,451,364,899,3,3,16,627,2,2,16,3,3,9,49,98,2,2,26,2,2,3,35,4,2,6,2,3,2,3,2,3,2,2,4,3,5,1,2,2,16,0,1,4,4,2,5,4,4,3,2,3,3,2,1,1,2,2,4,4,2,3,3,3,4,3,2,4,8,3,3,4,3,4,5,5,3,2,2,2,2,4,3,3,3,3,3,4,5,3,3,9,3,3,4,4,6,4,3,1,2,3,4,5,8,9,4,4,4,3,3,4,2,3,5,6,4,6,4,4,0,4,2,3,2,3,4,0,2,3,4,3,4,4,3,2,2,2,0,3,2,1,4,8,7,6,3,2,3,2,2,4,2,3,3,7,4,4,2,4,4,2,2,1,341,512,4,4
1998438.673469,4.865000,206,2,4,3,4,3,2,2,4,3,4,3,1,4,4,2,2,4,4,3,2,9,2,8,10,2,3,0,4,3,8,9,2,1,2,11,2,1218,32,17,3,200,3,2,217,3,22,28,469,25,199,2,106,158,606,240,669,1,12,4,4,3,6,2,2,193,747,183,731,3,22,150,3,120,447,8,2,647,11,234,10,3,3,129,202,437,719,20,32,20,154,634,412,433,7,281,12,917,6,10,12,232,6,25,1227,894,4,551,1145,183,6,8,395,521,40,9,1286,1066,556,472,837,257,596,1082,313,380,14,12,1835,435,92,1151,1552,454,1441,886,581,30,4,923,34,2,3,1218,4,8,4,7,2,2,2,4,4,4,2,4,4,2,2,6,4,3,3,2,5,8,15,3,3,4,11,2,3,2,0,4,1,8,4,8,3,3,3,4,2,3,231,6,5,7,4,4,4,1,4,2,2,2,1,2,8,4,3,3,3,4,3,3,4,2,4,0,3,7,3,3,2,3,2,3,3,2,1,5,13,487,2,8,9,4,5,497,2,2,4,4,14,298,219,465,4,4,4,2,424,466,0,5,3,2,1,4,2,5,4,3,4,4,2,5,1,2,2,4,4,4,4,2,2,38,3,3,4,6,41,5,3,4,8,2,2,2,0,4,3,2,2,3,3,3,3,2,3,2,2,2,2,3,2,6,5,3,9,4,2,1,3,3,2,5,1,8,4,2,4,2,3,0,0,0,3,3,0,2,3,3,3,4,2,2,1,2,8,6,4,1,4
1998438.730195,4.920000,207,4,1,3,3,2,1,3,2,2,3,4,3,4,4,1,2,3,3,4,3,4,2,4,4,4,2,2,3,1,2,5,5,3,0,4,3,1,4,9,3,4,3,16,0,3,3,0,4,3,6,3,2,2,2,4,1,1,3,3,4,3,3,2,2,2,3,6,6,6,4,4,5,1,5,6,3,3,2,2,2,3,3,8,2,4,5,3,2,2,4,0,87,4,3,3,7,4,2,2,4,4,3,2,3,1,7,4,5,14,16,2,3,4,719,2,22,44,40,6,277,708,43,304,1,21,4,2,469,637,7,285,748,3,5,875,37,32,1,411,228,738,304,793,18,396,2,3,148,305,1,14,4,567,24,6,2,90,569,103,638,1160,24,16,4,463,82,562,703,383,186,448,2,18,848,5,5,306,1420,16,110,234,528,5,3,29,1117,3,64,233,648,57,190,524,468,0,1208,884,621,461,559,680,1087,469,599,804,240,203,325,697,416,802,0,1067,514,382,581,3,4,5,2,2,6,6,4,1,1,3,4,4,4,2,2,3,4,2,3,2,3,4,4,9,4,2,5,0,3,0,4,4,4,9,6,4,3,2,2,3,0,12,2,2,7,6,5,7,4,2,2,3,4,2,4,4,6,6,7,4,2,1,6,3,2,5,2,1,10,6,2,40,36,1,7,0,2,3,1,3,1,4,3,4,3,2,68,6,2,4,268,428,2,7,3,2,2,11,174,1,2,0,4,3,64,8,148,29,4,2,0,2,2,2,3,2,2,3,4
1998438.730512,4.920000,208,183,2,2,3,72,6,2,2,2,2,14,6,336,1,46,1,3,1,4,5,144,6,27,3,3,3,40,8,4,433,9,3,2,6,2,2,1,2,3,4,8,1,10,4,4,8,3,4,0,4,4,5,2,3,3,6,2,4,1,4,4,3,2,1,3,2,0,0,1,3,2,1,3,3,2,2,4,14,1,0,2,2,3,4,4,1,8,2,3,2,0,4,1,4,2,3,3,4,0,1,2,2,2,2,3,2,3,3,4,4,4,3,4,3,2,8,6,3,3,4,4,4,4,4,4,7,2,2,2,3,2,3,5,3,8,2,4,4,4,2,6,2,4,4,3,4,1,4,4,4,5,3,4,1,4,8,5,8,3,2,2,4,13,3,4,1,0,1,4,556,232,3,22,2,524,32,3,28,3,12,2,289,491,4,64,1018,3,146,1303,1,3,4,245,610,3,5,1,4,621,8,5,52,2,4,207,7,2,3,3,603,349,13,8,7,50,5,264,1083,10,2,4,101,570,5,1,9,1050,14,479,160,101,5,6,331,664,379,678,35,34,85,186,1101,2,3,4,852,458,212,3,770,20,1082,1444,161,4,994,150,252,16,276,461,771,290,119,1147,1254,13,189,767,1162,776,38,12,18,104,98,4,3,3,3,1,2,2,4,4,2,5,4,4,6,0,2,3,3,2,3,0,5,4,7,4,4,1,2,2,1,2,1,2,2,4,4,2,3,2,1,2,2,2,3,4,3,3,4,3,3,4,2,2,4,2,1,6,2,4,3
1998438.759322,4.948000,209,3,4,2,3,4,4,3,3,4,8,2,2,4,2,3,1,2,3,6,5,10,3,10,8,1,3,4,4,4,12,3,2,4,12,2,6,4,3,4,6,4,3,28,3,1,2,4,6,51,10,4,14,290,2,0,1,2,4,31,5,4,111,3,1347,3,3,3,6,0,37,3,4,844,242,2,2,3,0,220,2,3,659,4,241,3,3,2,466,2,1,2,6,8,5,5,4,4,2,3,2,3,22,16,3,2,2,2,3,6,5,2,5,2,3,3,1,7,0,3,3,4,5,12,15,1,2,3,2,3,2,4,4,1,4,5,2,2,4,3,2,3,2,3,2,1,4,3,2,1,0,0,2,6,2,2,4,4,5,2,2,2,2,2,2,2,2,3,4,4,4,4,2,2,1,2,5,4,2,4,6,4,2,2,2,1,237,2,2,8,4,3,4,4,4,3,3,2,6,2,2,2,4,2,4,2,3,2,2,2,1,0,1,1,2,3,4,4,4,3,3,5,4,4,2,4,1,6,9,3,149,17,1,3,2,16,3,2,1,1,251,42,4,244,1,56,2,2,1,249,191,87,9,3,3,3,2,3,3,3,5,10,580,5,499,29,8,2,2,735,0,0,3,5,646,0,147,729,7,42,14,473,2,8,185,296,1435,7,12,525,14,2,337,1,129,5,861,990,11,3,614,581,830,1051,12,898,3,12,476,5,549,1257,9,352,490,974,6,642,650,458,303,10,684,500,10,962,1166,3,3,621,773,1326,405,33,873,62,13
1998438.772688,4.964000,210,588,18,4,4,698,295,764,413,1012,1623,581,2,1042,106,2,3,956,764,899,2,16,1035,879,8,554,4,9,799,1373,12,2,439,1246,1093,742,836,415,8,145,673,941,113,284,8,313,3,837,720,4,5,2,6,4,4,4,3,1,2,2,2,2,8,2,2,2,2,2,3,3,7,4,4,4,1,3,3,3,2,2,4,4,5,3,2,6,2,4,4,2,3,4,136,2,3,4,4,4,4,1,6,4,7,4,3,4,3,4,5,4,2,3,4,3,4,3,6,5,6,3,2,1,444,336,221,37,9,5,2,4,41,17,13,85,327,13,2,3,1,5,491,59,3,4,4,218,4,6,4,1,4,2,12,3,4,4,1,4,3,13,3,3,3,15,2,3,3,2,4,3,3,10,3,1,2,3,4,4,4,4,4,4,4,6,4,2,16,1,4,4,3,3,4,4,9,3,4,3,1,4,2,3,4,2,2,3,2,2,2,1,3,3,3,2,2,0,2,4,3,3,2,1,3,2,4,2,2,4,3,4,3,4,3,3,8,2,2,3,3,3,3,4,3,1,10,4,3,2,1,4,8,2,4,4,3,4,4,2,3,5,2,3,2,4,5,2,3,3,3,2,2,4,6,8,10,5,6,9,12,4,4,2,4,4,1,4,4,4,5,4,3,2,2,2,2,6,3,64,313,6,3,36,3,2,14,5,22,367,4,823,1,1,22,3,357,726,2,1,2,72,844,17,12,428,4,5,4,37,2,247,4,5,3,33,4,6,2
1998438.777711,4.966000,211,4,4,3,4,3,13,4,3,2,6,6,7,627,4,4,3,4,2,32,3,7,4,30,2,683,6,4,3,4,4,5,1181,3,2,792,4,1,468,125,13,1,4,167,628,2,139,1206,5,20,153,28,502,406,16,108,653,191,473,181,530,4,677,91,0,4,24,67,69,9,30,18,11,780,3,12,359,759,23,51,5,602,60,395,1263,562,181,3,1473,1116,22,12,270,850,386,464,1479,1519,440,804,253,964,266,1,15,30,16,541,808,5,5,19,118,2,2,3,2,2,4,4,3,5,11,3,3,4,18,3,2,3,2,4,4,4,4,4,2,1,2,1,3,6,3,4,9,4,4,2,4,2,2,2,1,4,6,1,6,5,2,2,3,4,2,3,3,6,2,4,8,6,8,5,4,2,4,4,16,7,8,3,5,5,6,3,5,3,185,3,4,32,2,3,9,4,5,3,2,236,4,2,38,14,2,3,2,4,598,4,6,401,4,10,4,3,12,8,2,4,2,3,4,4,3,47,439,2,3,4,4,3,4,1,5,4,5,2,4,2,9,4,4,3,4,2,2,3,0,2,2,2,3,3,3,3,4,3,3,2,2,2,2,1,3,3,4,2,3,1,3,16,2,1,2,0,3,3,2,2,4,3,4,4,3,3,1,3,4,4,2,3,3,3,1,2,3,3,2,3,4,7,3,4,8,2,8,1,1,3,3,2,4,4,4,4,6,3,2,4,1,4,9,4,3,2,2,4,2,2,3,3,2,2,2,5,2,3,3
1998438.835036,5.023000,212,2,4,3,2,3,2,2,8,8,2,1,0,3,2,4,3,2,2,2,2,9,2,9,6,2,4,2,2,3,10,5,2,4,4,9,4,4,0,1,9,3,3,13,2,1,2,3,4,4,7,2,5,2,2,12,3,3,3,3,2,4,3,3,7,3,2,3,6,5,3,2,4,1,4,3,2,2,18,2,8,3,2,6,4,3,3,8,349,3,4,176,352,2,1,5,40,5,54,20,3,1,6,313,629,28,2,69,6,1085,4,310,1,825,33,12,17,12,1001,39,4,963,37,3,881,632,283,68,16,168,1177,2,16,580,9,4,1,846,665,8,2,14,853,8,334,16,281,0,52,416,230,920,882,510,220,6,162,128,168,940,20,22,2,5,701,27,581,574,507,604,378,8,2,560,1155,26,494,377,802,531,705,933,595,6,238,583,605,433,16,15,1568,325,605,0,5,6,3,3,3,2,4,3,2,4,2,3,4,3,1,4,2,2,4,2,4,4,2,9,1,6,11,3,2,12,3,5,7,4,3,4,4,4,3,8,4,5,4,6,2,1,4,4,4,3,5,8,1,3,2,2,4,9,4,2,6,8,4,2,1,4,2,3,8,10,3,4,951,3,6,1,180,3,2,3,2,19,32,2,25,2,2,9,2,720,50,2,3,4,4,4,36,1,666,3,3,9,3,1,1,24,2,6,4,2,8,2,3,3,2,2,3,4,3,3,4,3,0,0,2,4,2,2,3,3,3,2,4,2,2,2,2,14,2,3,2,4,1
1998438.839013,5.027000,213,3,1,2,3,3,4,5,12,2,60,0,4,3,5,0,3,1,4,3,4,32,1,3,8,4,2,4,1,1,4,3,5,3,2,4,4,1,4,5,3,5,4,4,4,3,5,1,4,2,3,3,2,3,1,2,2,4,2,3,3,9,3,3,4,5,1,4,4,3,3,3,4,1,3,3,24,4,4,2,1,2,2,11,3,6,3,3,2,2,2,2,216,4,3,3,4,4,4,10,4,3,3,6,5,4,2,2,4,3,3,3,3,2,3,2,3,2,4,12,5,2,5,3,6,2,8,8,5,6,3,7,2,4,5,2,2,2,2,2,2,8,9,2,3,120,16,28,16,2,35,19,1258,30,1,4,5,8,434,1010,949,5,4,2,611,9,1203,6,8,392,200,111,3,3,1,1435,722,3,4,2,13,4,124,204,8,6,4,12,4,494,4,73,751,5,371,3,3,8,22,4,968,789,194,73,322,145,445,636,4,262,3,16,690,3,13,423,8,809,785,1077,477,33,144,580,1028,10,450,120,10,1284,392,247,4,577,441,1936,79,8,315,105,175,965,1015,2,24,20,692,902,226,8,500,484,259,670,5,430,2,3,6,1,1,2,2,9,4,3,4,3,3,3,3,3,4,2,5,7,5,4,4,2,3,3,1,4,3,2,3,8,2,4,3,3,3,2,1,2,2,2,1,7,9,4,6,3,2,3,3,3,5,4,10,6,3,8,4,3,2,2,3,0,2,6,4,4,4,111,2,4,5,1,40,564,4,2,24,23,3
1998438.861105,5.049000,214,4,4,4,3,1,3,1,9,8,4,4,8,4,3,4,5,4,2,5,3,20,9,8,14,0,3,5,175,704,9,3,5,4,49,168,0,928,4,248,2,3,8,4,2,2,18,4,1,3,3,5,14,6,10,1,34,37,4,3,2,3,4,2,10,2,14,11,1,2,2,3,3,3,4,1,3,4,5,3,2,2,2,3,4,2,4,4,5,2,5,5,2,3,0,3,3,3,3,3,2,3,3,3,2,3,0,2,3,4,2,4,0,3,1,0,3,3,2,2,3,2,3,4,2,1,2,1,3,2,2,2,4,3,4,24,1,3,3,1,2,0,3,4,5,4,4,3,1,3,1,1,3,3,2,2,7,4,2,2,2,2,2,2,2,3,3,4,4,4,5,3,1,4,5,4,3,8,3,6,4,3,4,2,3,3,200,4,2,8,1,2,4,6,8,2,3,4,5,2,3,2,4,4,6,2,634,4,1,3,5,5,4,2,9,4,4,2,807,122,3,3,18,1,2,29,20,3,3,10,552,173,79,2,4,2,8,1,3,953,7,2,8,3,3,1,8,413,16,12,5,3,9,556,48,476,0,3,5,20,2,810,942,712,747,175,4,5,154,400,263,0,157,1513,1448,1030,531,262,1,612,622,805,2,4,349,1208,12,398,961,6,722,656,916,19,21,738,872,1309,422,1280,786,411,848,1217,590,6,5,73,1576,497,654,1153,1576,4,4,324,1064,3,2,2,4,1,3,5,5,4,3,4,3,2,2,2,3,9,3,3,5
1998438.889779,5.078000,215,655,365,563,77,66,31,971,1069,863,16,765,565,13,8,820,728,8,4,3,3,14,4,14,13,4,4,2,2,3,8,3,0,3,2,13,2,2,3,1,2,2,2,32,4,2,3,3,5,0,4,1,4,3,3,18,0,4,3,4,4,4,4,1,2,3,2,2,2,2,3,2,4,2,2,3,13,2,3,0,2,4,4,8,4,4,39,18,3,10,10,4,423,673,121,4,275,3,27,2,108,779,321,1,461,2,0,4,4,283,43,1,2,1,51,17,15,62,2,3,10,2,3,7,7,2,196,2,10,20,5,888,2,1,120,3,2,4,3,261,0,2,4,4,3,4,3,3,2,4,8,5,3,5,3,4,2,2,3,2,3,3,2,4,4,3,1,3,4,4,2,2,0,3,3,4,3,2,0,2,4,5,4,2,1,2,1,2,2,2,2,2,3,3,3,2,2,3,3,248,1,2,2,3,4,4,4,2,3,4,2,0,2,0,0,5,4,4,3,2,2,8,1,2,2,3,5,4,5,3,3,2,3,1,2,4,2,8,4,3,5,3,8,3,5,0,4,3,5,3,0,8,3,1,4,2,6,4,3,1,3,3,2,5,5,4,4,4,3,4,3,2,10,1,10,3,10,528,1277,495,0,230,121,8,34,5,24,917,4,133,10,111,56,42,1143,19,2,52,48,4,144,35,3,345,430,345,2,8,5,198,779,372,48,1307,2,5,50,893,21,3,3,8,1180,3,230,103,45,61,1042,29,2,195,5,602,3,1118,5
1998438.907696,5.096000,216,657,3,4,3,3,2,5,312,1144,4,294,561,8,5,918,2,2,77,88,59,0,309,35,3,8,18,2,5,436,48,635,452,5,623,58,36,81,395,4,11,11,731,284,6,9,24,5,9,792,67,9,1117,238,235,8,5,199,1020,8,663,672,802,4,4,637,503,3,342,972,937,974,1354,221,654,1183,694,909,4,163,747,150,528,676,1271,2,4,596,1117,52,1,5,248,7,4,8,7,3,4,3,3,4,4,6,3,3,9,2,3,3,9,6,6,2,2,1,2,1,3,2,4,4,5,3,7,2,7,7,4,3,4,4,4,3,2,8,4,3,3,2,2,2,3,6,4,4,10,1,0,3,5,1,4,2,523,4,8,323,3,140,5,3,2,2,4,3,2,3,24,4,406,247,6,4,4,0,89,7,337,25,4,4,98,1,3,3,8,309,2,472,3,23,2,4,738,124,4,14,2,119,4,2,5,606,4,4,2,2,2,4,2,3,4,4,3,4,4,4,3,3,1,4,4,2,3,2,37,4,3,3,4,2,3,4,2,4,9,4,1,4,3,3,177,2,3,3,2,2,4,2,1,3,4,3,12,3,2,4,1,3,3,3,1,7,3,2,3,5,4,2,1,1,11,4,6,3,4,5,3,2,4,1,2,4,3,3,3,2,3,3,3,2,2,2,4,3,3,3,10,4,3,3,6,3,2,1,1,2,2,3,6,2,3,3,4,2,4,2,3,0,4,2,1,7,2,2,4,3,3,3,3,3,3,4,4,3,4
1998438.936732,5.125000,217,4,4,3,2,2,3,3,2,3,2,4,4,4,3,0,0,2,2,2,3,1,0,14,8,4,4,4,10,4,13,4,4,3,4,11,6,4,11,0,14,1,4,56,47,1,22,3,4,4,2,4,5,348,1565,5,128,5,13,9,4,64,4,3,2,4,18,2,2,0,14,6,2,366,31,975,4,306,810,2,2,2,90,4,25,396,797,15,2,4,1268,12,45,5,730,5,8,795,8,907,6,247,6,13,2,578,238,10,1,805,1099,10,4,462,561,13,7,5,622,868,824,1294,16,698,662,925,28,307,271,731,1078,1077,1035,314,93,3,765,1266,14,4,430,306,1090,641,622,41,7,5,266,4,8,487,8,4,2,389,5,6,5,2,3,2,1,1,2,3,1,4,3,4,11,4,5,2,4,2,3,12,6,5,4,4,4,2,2,3,195,3,3,10,2,3,6,4,4,2,2,2,4,2,6,2,8,3,5,4,2,4,4,8,3,3,4,5,3,3,3,3,1,4,0,3,3,4,2,4,9,5,1,3,7,4,3,175,2,3,8,1040,5,659,136,3,507,46,29,2,15,3,28,4,4,342,4,4,1,602,2,1,813,11,188,2,452,3,14,8,4,21,7,12,1,2,4,9,3,4,3,2,4,6,2,2,1,3,3,8,2,5,3,3,1,4,4,4,2,2,2,2,1,3,1,8,2,2,1,3,2,2,2,2,0,3,3,4,4,2,2,2,2,2,2,2,2,4,2,4,4,3,3,2,3,2,2,2,2,3,4
